Season,season_id,Team,team_id,Player,player_id,AB,GDP,DP_Rate,stats_url
ALPB- 2022,34154,Kentucky Wild Health Genomes,165440,"Paredes, J",1716478,428,8,0.0187,https://baseball.pointstreak.com/team_stats.html?teamid=165440&seasonid=34154
ALPB- 2013,21966,Somerset Patriots,3604,"x Fox, J",341794,374,7,0.0187,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=21966
ALPB- 2025,34102,York Revolution,3614,"x Costes, M",1745368,214,4,0.0187,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34102
ALPB- 2021,34146,York Revolution,3614,"Kenley, J",1750432,319,6,0.0188,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146
ALPB- 2015,29210,Somerset Patriots,3604,"Tucker, J",289089,319,6,0.0188,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=29210
ALPB- 2023,34162,Long Island Ducks,3609,"Tejada, R",1750957,266,5,0.0188,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,"Krause, K",1750641,266,5,0.0188,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Davidson, B",1748838,266,5,0.0188,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB- 2016,30100,Long Island Ducks,3609,"Wessinger, M",964218,266,5,0.0188,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2015,29210,York Revolution,3614,"Perez, A",288351,529,10,0.0189,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=29210
ALPB- 2017,30757,Lancaster Barnstormers,3613,"De La Rosa, A",1084017,318,6,0.0189,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30757
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,"Blackstone, K",1750075,265,5,0.0189,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146
ALPB- 2015,29210,Camden Riversharks,3610,"x Gil, J",783952,264,5,0.0189,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=29210
ALPB- 2025,34102,Long Island Ducks,3609,"Viola, T",1743136,368,7,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34102
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,"Strausborger, R",1234828,368,7,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284
ALPB- 2021,34146,Lancaster Barnstormers,3613,"Dugan, K",1745222,316,6,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34146
ALPB- 2025,34102,Charleston Dirty Birds,163527,"Blackwell, B",1752395,315,6,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34102
ALPB- 2025,34102,Lexington Legends,163530,"Atwood, A",1744111,315,6,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34102
ALPB- 2012,12585,Camden Riversharks,3610,"Padron, R",289518,315,6,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=12585
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Franco, C",1750343,211,4,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB- 2013,21966,York Revolution,3614,"Tracy, C",505685,211,4,0.019,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=21966
ALPB- 2023,34162,Lancaster Barnstormers,3613,"Coca, Y",1745308,367,7,0.0191,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162
ALPB - 2010,249,Lancaster Barnstormers,3613,"Turner, L",45653,521,10,0.0192,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB- 2019,34130,Somerset Patriots,3604,"Rodriguez, A",1082832,468,9,0.0192,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2022,34154,Southern Maryland Blue Crabs,3608,"Walker, J",1750706,416,8,0.0192,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34154
ALPB- 2012,12585,Somerset Patriots,3604,"Tucker, J",289089,365,7,0.0192,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=12585
ALPB- 2015,29210,Sugar Land Skeeters,34136,"x Martin, D",442690,208,4,0.0192,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=29210
ALPB- 2017,30757,York Revolution,3614,"x Franco, A",1093615,259,5,0.0193,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30757
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"Garcia, T",125430,259,5,0.0193,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2024,33927,Long Island Ducks,3609,"Kelly, S",1764620,207,4,0.0193,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=33927
ALPB- 2012,12585,York Revolution,3614,"Nowak, C",151949,463,9,0.0194,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB- 2021,34146,Long Island Ducks,3609,"Romero, D",1234788,258,5,0.0194,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146
ALPB- 2017,30757,Bridgeport Bluefish,3611,"Myers, D",1111763,359,7,0.0195,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30757
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,"Griffin, J",1278868,257,5,0.0195,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284
ALPB- 2015,29210,Somerset Patriots,3604,"x Skelton, J",780624,257,5,0.0195,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=29210
ALPB- 2025,34102,Lexington Legends,163530,"McCarthy, R",1744133,256,5,0.0195,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34102
ALPB- 2019,34130,High Point Rockers,163529,"Cardullo, S",1750033,511,10,0.0196,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34130
ALPB- 2017,30757,Sugar Land Skeeters,34136,"Ahrens, K",941124,408,8,0.0196,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30757
ALPB- 2014,28163,Sugar Land Skeeters,34136,"Scott, T",442667,408,8,0.0196,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=28163
ALPB - 2011,540,Road Warriors,12699,"Ortiz, A",294897,255,5,0.0196,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB- 2016,30100,York Revolution,3614,"Chaves, B",950631,204,4,0.0196,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2012,12585,Camden Riversharks,3610,"Burgamy, B",1127208,456,9,0.0197,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=12585
ALPB- 2015,29210,Southern Maryland Blue Crabs,3608,"Rosa, J",953475,305,6,0.0197,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=29210
ALPB- 2022,34154,York Revolution,3614,"Herrera, J",1750418,304,6,0.0197,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34154
ALPB- 2025,34102,Hagerstown Flying Boxcars,163525,"Mattis, G",1745417,304,6,0.0197,https://baseball.pointstreak.com/team_stats.html?teamid=163525&seasonid=34102
ALPB- 2014,28163,Lancaster Barnstormers,3613,"Clark, A",649034,303,6,0.0198,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=28163
ALPB- 2021,34146,Lancaster Barnstormers,3613,"De La Rosa, A",1084017,253,5,0.0198,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34146
ALPB- 2014,28163,Sugar Land Skeeters,34136,"x Barton, B",642862,252,5,0.0198,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=28163
ALPB- 2024,33927,Lancaster Stormers,3613,"Carpenter, J",1695445,402,8,0.0199,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=33927
ALPB- 2018,31284,Long Island Ducks,3609,"x Snider, T",1248403,352,7,0.0199,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284
ALPB- 2014,28163,Sugar Land Skeeters,34136,"Rockett, M",442692,351,7,0.0199,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=28163
ALPB- 2018,31284,Long Island Ducks,3609,"Puckett, C",604340,302,6,0.0199,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284
ALPB- 2013,21966,Southern Maryland Blue Crabs,3608,"x Hankerd, C",440810,301,6,0.0199,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=21966
ALPB- 2017,30757,Somerset Patriots,3604,"Minicozzi, M",275067,251,5,0.0199,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2018,31284,Road Warriors,133094,"Pierre, G",1245737,451,9,0.02,https://baseball.pointstreak.com/team_stats.html?teamid=133094&seasonid=31284
ALPB- 2021,34146,York Revolution,3614,"Harris, J",1750413,350,7,0.02,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146
ALPB- 2019,34130,New Britain Bees,107693,"James, J",1750218,350,7,0.02,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=34130
ALPB- 2022,34154,High Point Rockers,163529,"Gonzalez, J",1750501,300,6,0.02,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2025,34102,Charleston Dirty Birds,163527,"Sedio, C",1760288,250,5,0.02,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34102
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"Benjamin, C",126812,348,7,0.0201,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2017,30757,Somerset Patriots,3604,"x Pacchioli, J",1097058,299,6,0.0201,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2015,29210,Sugar Land Skeeters,34136,"Taveras, W",808093,249,5,0.0201,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=29210
ALPB - 2010,249,York Revolution,3614,"Haake, S",59211,249,5,0.0201,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=249
ALPB- 2012,12585,Southern Maryland Blue Crabs,3608,"Barton, B",294948,495,10,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=12585
ALPB- 2016,30100,Long Island Ducks,3609,"Puckett, C",604340,445,9,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2023,34162,Spire City Ghost Hounds,165441,"Cottam, K",1747238,396,8,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=165441&seasonid=34162
ALPB- 2024,33927,High Point Rockers,163529,"Figueroa, M",1696999,347,7,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=33927
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"Owens, J",125438,347,7,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2022,34154,Charleston Dirty Birds,163527,"Beltre, E",1750839,297,6,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34154
ALPB- 2019,34130,Long Island Ducks,3609,"Ford, J",1749708,297,6,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB - 2011,540,York Revolution,3614,"Nowak, C",151949,297,6,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540
ALPB- 2016,30100,York Revolution,3614,"Rivers, K",958062,248,5,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2016,30100,Somerset Patriots,3604,"x Robinson, T",1023534,247,5,0.0202,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB- 2015,29210,Southern Maryland Blue Crabs,3608,"Stevenson, C",790215,444,9,0.0203,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=29210
ALPB- 2012,12585,Long Island Ducks,3609,"Lyons, D",127728,443,9,0.0203,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=12585
ALPB- 2012,12585,York Revolution,3614,"Grimes, S",45506,394,8,0.0203,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB- 2024,33927,Lancaster Stormers,3613,"Diaz, I",1695446,296,6,0.0203,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=33927
ALPB- 2018,31284,Lancaster Barnstormers,3613,"Noel, R",1097506,295,6,0.0203,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284
ALPB- 2017,30757,York Revolution,3614,"x Casilla, A",1135513,246,5,0.0203,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30757
ALPB- 2012,12585,Somerset Patriots,3604,"Drennen, J",289086,246,5,0.0203,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=12585
ALPB- 2024,33927,Southern Maryland Blue Crabs,3608,"Kelly, J",1697262,441,9,0.0204,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=33927
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,"Aguilar, A",1750629,392,8,0.0204,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162
ALPB - 2011,540,Road Warriors,12699,"Gonzalez, D",127873,343,7,0.0204,https://baseball.pointstreak.com/team_stats.html?teamid=12699&seasonid=540
ALPB- 2017,30757,Long Island Ducks,3609,"Ford, L",127677,294,6,0.0204,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30757
ALPB - 2011,540,Camden Riversharks,3610,"Hall, N",128481,438,9,0.0205,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540
ALPB - 2011,540,Lancaster Barnstormers,3613,"Seguignol, F",128902,341,7,0.0205,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=540
ALPB- 2014,28163,Somerset Patriots,3604,"x Harrilchak, C",723706,244,5,0.0205,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=28163
ALPB- 2016,30100,Southern Maryland Blue Crabs,3608,"Walton, J",946842,436,9,0.0206,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30100
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,"Caulfield, P",1750683,339,7,0.0206,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162
ALPB- 2016,30100,Bridgeport Bluefish,3611,"x Giansanti, A",1101035,291,6,0.0206,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30100
ALPB- 2014,28163,Somerset Patriots,3604,"Kelly, S",609388,243,5,0.0206,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=28163
ALPB- 2015,29210,Sugar Land Skeeters,34136,"Wallace, C",797149,482,10,0.0207,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=29210
ALPB- 2014,28163,Long Island Ducks,3609,"Lyons, D",127728,386,8,0.0207,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=28163
ALPB- 2015,29210,Somerset Patriots,3604,"Hopkins, G",776861,338,7,0.0207,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=29210
ALPB- 2017,30757,New Britain Bees,107693,"Rosa, J",953475,530,11,0.0208,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB- 2022,34154,High Point Rockers,163529,"Wiel, A",1750887,384,8,0.0208,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2021,34146,Charleston Dirty Birds,163527,"Martinez, T",1226786,384,8,0.0208,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146
ALPB- 2025,34102,Hagerstown Flying Boxcars,163525,"Abreu, O",1746610,336,7,0.0208,https://baseball.pointstreak.com/team_stats.html?teamid=163525&seasonid=34102
ALPB- 2018,31284,York Revolution,3614,"Mesa, M",1230368,383,8,0.0209,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284
ALPB- 2018,31284,Lancaster Barnstormers,3613,"Frias, V",1084018,287,6,0.0209,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284
ALPB- 2022,34154,Charleston Dirty Birds,163527,"Blaum, T",1750871,239,5,0.0209,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34154
ALPB- 2017,30757,Bridgeport Bluefish,3611,"Lambo, A",1143557,239,5,0.0209,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30757
ALPB- 2016,30100,Long Island Ducks,3609,"Lentini, F",582166,571,12,0.021,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2016,30100,Somerset Patriots,3604,"LaHair, B",936990,476,10,0.021,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB- 2024,33927,Staten Island Ferry Hawks,163526,"Johnson, K",1696399,429,9,0.021,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=33927
ALPB- 2017,30757,Long Island Ducks,3609,"Krauss, M",1111694,429,9,0.021,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30757
ALPB - 2011,540,Bridgeport Bluefish,3611,"Putnam, D",45556,381,8,0.021,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540
ALPB- 2013,21966,York Revolution,3614,"Batista, W",432356,473,10,0.0211,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=21966
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,"Harris, D",1750395,379,8,0.0211,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Lozada, J",1124795,379,8,0.0211,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2024,33927,Lexington Legends,163530,"Whalen, B",1695973,285,6,0.0211,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=33927
ALPB- 2016,30100,Bridgeport Bluefish,3611,"Hernandez, L",931382,565,12,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30100
ALPB- 2018,31284,Sugar Land Skeeters,34136,"Chavez, M",1249657,472,10,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284
ALPB- 2024,33927,Lancaster Stormers,3613,"Howard, G",1695451,425,9,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=33927
ALPB - 2010,249,Camden Riversharks,3610,"Burgamy, B",1127208,424,9,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=249
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,"Baca, M",1716577,378,8,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162
ALPB- 2018,31284,Sugar Land Skeeters,34136,"Rondon, A",1249683,377,8,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284
ALPB- 2025,34102,High Point Rockers,163529,"Viera, M",1743166,330,7,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34102
ALPB- 2013,21966,Camden Riversharks,3610,"Rice, B",457869,283,6,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=21966
ALPB - 2011,540,Camden Riversharks,3610,"x Macias, D",128470,236,5,0.0212,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540
ALPB- 2023,34162,Lexington Counter Clocks,163530,"Dillard, T",1751196,423,9,0.0213,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34162
ALPB - 2010,249,Long Island Ducks,3609,"Monzon, E",47378,374,8,0.0214,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Rodriguez, D",1129590,280,6,0.0214,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2013,21966,Long Island Ducks,3609,"Binick, K",127675,234,5,0.0214,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
ALPB- 2013,21966,Long Island Ducks,3609,"Bailey, A",435501,511,11,0.0215,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
